Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
The Walrus,"Walrus > 3.  Big Red > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/108359571/the-walrus,3,-1,Boulder,V8-,1,,43.42657,-89.73606
Funeral Service,Orgasm Boulder > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108056302/funeral-service,3,-1,Boulder,V8 PG13,1,,43.41353,-89.71456
Royal Star,Magnolia > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123262513/royal-star,3,-1,Boulder,V10,1,,43.42158,-89.7368
Lunker Variation,12. Basswood > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123145192/lunker-variation,1.5,-1,Boulder,V8-9,1,,43.4192,-89.72713
Mystagogue,"One Word > 5.  Above and Beyond > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/122940742/mystagogue,3,-1,Boulder,V11-12,1,12,43.42319,-89.73719
Money Maker,Money Maker/ Party Hole > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123158759/money-maker,3,-1,Boulder,V7-8,1,,43.42534,-89.72554
Apocalyptlow,"Twist > 5.  Above and Beyond > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/122946807/apocalyptlow,3,-1,Boulder,V10,1,,43.42335,-89.73742
The Gasch Traverse,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108341297/the-gasch-traverse,2.7,-1,Boulder,V8,1,,43.40436,-89.72961
Under the Sun,Sunny & 60s > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122224765/under-the-sun,3,-1,Boulder,V6,1,,43.42442,-89.72506
Vecna,05. Enchanted Forest > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123126132/vecna,3,-1,Boulder,V9-10,1,,43.41748,-89.72704
Flypaper,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106273028/flypaper,2.7,-1,Boulder,V7,1,,43.40436,-89.72961
Inflation Project,Money Maker/ Party Hole > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123158872/inflation-project,3,-1,Boulder,V9+,1,,43.42534,-89.72554
Magnolia,Magnolia > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120545335/magnolia,3,-1,Boulder,V8,1,,43.42158,-89.7368
Wall of Secrets,06. Walls of Secrets > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123145002/wall-of-secrets,3,-1,Boulder,V7-8 PG13,1,,43.41774,-89.72699
Solidarity,Bakerâ€™s Stash > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119002760/solidarity,3,-1,Boulder,V8,1,,43.41408,-89.72587
Dune,"Gom Jabbar > 4.  Gom Jabbar > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/117904854/dune,3,-1,Boulder,V7,1,,43.42348,-89.73784
The Grudge,16. Ivy League > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/121571815/the-grudge,3,-1,Boulder,V9,1,,43.41925,-89.73897
Tilted Sloper Project,"1.  Smooth Operator Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/118057802/tilted-sloper-project,3,-1,Boulder,V11+,1,,43.42818,-89.73615
Pillar of Secrets,06. Walls of Secrets > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123144950/pillar-of-secrets,3,-1,Boulder,V7 PG13,1,,43.41774,-89.72699
Tilted Face Project,"1.  Smooth Operator Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/118057843/tilted-face-project,3,-1,Boulder,V11+,1,,43.42818,-89.73615
Flat Earth Project,"2.  Edge of the Earth > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/118057932/flat-earth-project,3,-1,Boulder,V10+,1,,43.42476,-89.73767
The Joy of Life,Tipping Point > 5. Monolith Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111772484/the-joy-of-life,2,-1,Boulder,V11,1,20,43.42149,-89.72417
Rogue Direct Project,"One Word > 5.  Above and Beyond > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/118070176/rogue-direct-project,3,-1,Boulder,V10+,1,,43.42319,-89.73719
Mockingjay,11. Vulture Lookout East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114313873/mockingjay,3,-1,Boulder,V9 PG13,1,,43.41357,-89.70137
Rarity Roof,Fukness (aka Heartbreak) > 04. Birthday Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118832195/rarity-roof,3,-1,Boulder,V9,1,,43.41695,-89.72691
Soft Whispers,06. Walls of Secrets > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123145063/soft-whispers,3,-1,Boulder,V7 PG13,1,,43.41774,-89.72699
Lone Wolf,"3.  Larry Collins > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/117865681/lone-wolf,3,-1,Boulder,V7,1,,43.42388,-89.73805
Grand Finale,5. Hole-In-The-Wall > East Bluff 06 - Balanced Rock > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112236344/grand-finale,3,-1,"TR, Boulder",5.13b V8,1,,43.4142,-89.72368
Soaring Block Project,15. Between the Ferns > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119576254/soaring-block-project,3,-1,Boulder,V9+,1,,43.41835,-89.73905
Purple Hatchet Project,Purple Hatchet > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117970399/purple-hatchet-project,3,-1,Boulder,V10+ PG13,1,,43.41339,-89.7126
Diesel Additive,Influx > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117741836/diesel-additive,3,-1,Boulder,V9 PG13,1,,43.41266,-89.71212
Galvanize,Balanced Talus AKA Easy Access > 01. South Shore Talus > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120358776/galvanize,3,-1,Boulder,V8-9,1,,43.41323,-89.7245
Duck Tales,11. Vulture Lookout East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118714880/duck-tales,3,-1,Boulder,V8,1,,43.41357,-89.70137
Invasive Species,15. Between the Ferns > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119576425/invasive-species,3,-1,Boulder,V8,1,,43.41835,-89.73905
Big Money Project,Main Wall > Steinke Wall > Steinke Basin > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106913415/big-money-project,3,-1,Boulder,V9+,1,,43.4273,-89.7192
Burl Kitten,04. Kitty Corner > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122751346/burl-kitten,3,-1,Boulder,V7,1,,43.4123,-89.71662
Le Eagle,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113756677/le-eagle,3,-1,Boulder,V7,1,,43.40436,-89.72961
Horn of Africa,Fukness (aka Heartbreak) > 04. Birthday Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118832186/horn-of-africa,3,-1,Boulder,V7-8 PG13,1,,43.41695,-89.72691
Dr. Strange,Big Wobbly > 5. Monolith Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117789004/dr-strange,3,-1,Boulder,V8,1,,43.42132,-89.72466
Bone Saw,Dumpster Boulder > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118850921/bone-saw,3,-1,Boulder,V8 PG13,1,,43.4203,-89.73666
Le Corbusier,The Crow > 02. Major Mass > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118697957/le-corbusier,3,-1,Boulder,V9,1,9,43.4139,-89.72048
Fight Club,1.  Alpine Club > 06. Alpine Club/Beautiful Soup > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107737782/fight-club,2.8,-1,Boulder,V10-,1,,43.41806,-89.73699
Fontesque,"The Prow (aka Tunder Tighs) > 7.  Massive Vertigo Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/113762514/fontesque,3,-1,Boulder,V9,1,,43.42351,-89.73641
Manta Ray,"Warbler > 7.  Massive Vertigo Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/117678377/manta-ray,3,-1,Boulder,V7,1,,43.42426,-89.73664
Bottoms Up,Clusterf@&% Area (aka Lost Face Boulders) > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113638301/bottoms-up,3,-1,Boulder,V10-,1,,43.42055,-89.738
Space Jam,"Good Morning, Veruca! > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/112561358/space-jam,3,-1,Boulder,V8-9,1,,43.42448,-89.72497
Apocalypto,"Twist > 5.  Above and Beyond > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/113510044/apocalypto,3,-1,Boulder,V7,1,,43.42335,-89.73742
Awesome Blossom,"Awesome Blossom > 3.  Big Red > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/112860043/awesome-blossom,3,-1,Boulder,V9-10,1,,43.42693,-89.7354
Atari Nightmare,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114301318/atari-nightmare,3,-1,Boulder,V6 R,1,15,43.41278,-89.70451
Mystique,"One Word > 5.  Above and Beyond > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/112819737/mystique,3,-1,Boulder,V9,1,,43.42319,-89.73719
Tier Two,The Final Tier > 5. Kite Boulders > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113534421/tier-two,3,-1,Boulder,V8-9 PG13,1,15,43.42111,-89.72351
Barn Swallow,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114301434/barn-swallow,2.8,-1,Boulder,V6,1,10,43.41278,-89.70451
Galactic,"Good Morning, Veruca! > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/112561320/galactic,3,-1,Boulder,V7,1,,43.42448,-89.72497
Silently Judging,Black Rhino > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113558806/silently-judging,3,-1,Boulder,V6-7 PG13,1,20,43.41584,-89.725
Fully Charged,Clusterf@&% Area (aka Lost Face Boulders) > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112877579/fully-charged,3,-1,Boulder,V8 R,1,,43.42055,-89.738
Amazing Face,Amazing Pillar > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111823345/amazing-face,3,-1,Boulder,V6,1,,43.4036,-89.73417
Ripples of Time,Ocean Floor > 04. Birthday Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109683853/ripples-of-time,3,-1,Boulder,V10 PG13,1,,43.41659,-89.72669
Beautiful and the Bold(Project),Beautiful & Bold > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107093543/beautiful-and-the-boldproject,3,-1,Boulder,V7+,1,,43.42184,-89.73729
Haunted Castle,"Castle in the Sky > 4.  Peaches and Castle in the Sky > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/109461672/haunted-castle,3,-1,Boulder,V9 R,1,25,43.42611,-89.73645
Silently Judging Sit,Black Rhino > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113558949/silently-judging-sit,3,-1,Boulder,V7+ PG13,1,20,43.41584,-89.725
Oofda ArÃªte,4.  Oofdah Arete > 06. Alpine Club/Beautiful Soup > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112236383/oofda-arete,3,-1,Boulder,V7,1,,43.41776,-89.7372
There are Two,White Knight > 02. Ghost Talus > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/110399830/there-are-two,3,-1,Boulder,V8,1,12,43.40899,-89.73649
King Crab,Cave Rock Boulders > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111103721/king-crab,3,-1,Boulder,V7-8 R,1,,43.42156,-89.73737
Espionage,Monolith Talus miscellany > 5. Monolith Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109541809/espionage,3,-1,Boulder,V8,1,,43.42223,-89.72445
Hammer Club Sit,1.  Alpine Club > 06. Alpine Club/Beautiful Soup > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107741487/hammer-club-sit,3,-1,Boulder,V9,1,,43.41806,-89.73699
Encouragement of Climb,07: Prehistoric Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123287282/encouragement-of-climb,3,-1,Boulder,V6,1,10,43.4178,-89.72714
Sticky Icky,Super Slab Area > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106560268/sticky-icky,2.6,-1,Boulder,V9,1,10,43.42098,-89.73728
Public Enemy,02. Public Enemy > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107205863/public-enemy,2.5,-1,Boulder,V8,1,,43.41649,-89.73747
Burmese Python,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107583454/burmese-python,2.8,-1,Boulder,V10,1,,43.4,-89.74329
SunnyD (aka Sunny & 60's Direct),Sunny & 60s > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108088705/sunnyd-aka-sunny-60s-direct,2.8,-1,Boulder,V6,1,,43.42442,-89.72506
Night Grinder,Night Grinder > 01. South Shore Talus > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107082422/night-grinder,2.8,-1,Boulder,V6,1,,43.41411,-89.72352
