Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Struggle Ass Outta Hole,Evergreen > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114403446/struggle-ass-outta-hole,1,-1,Boulder,V2-3,1,9,43.42448,-89.7249
Bumped Boy,Amazing Pillar > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119911371/bumped-boy,1,-1,Boulder,V1,1,,43.4036,-89.73417
Naptime Chimney,1. Earth Mechanics > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113942533/naptime-chimney,0.8,-1,Boulder,V-easy,1,18,43.42748,-89.72686
Mensa,6. Monolith Ridge - West Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122766301/mensa,1,-1,Boulder,V0,1,10,43.42157,-89.72367
Timberwolf Arete,"3.  Larry Collins > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/117897208/timberwolf-arete,1,-1,Boulder,V1,1,15,43.42388,-89.73805
Aunt Milli,"Aunt Milli > 4.  Peaches and Castle in the Sky > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/118908355/aunt-milli,1,-1,Boulder,V0-1,1,15,43.42573,-89.7363
Call of the Child,"3.  Larry Collins > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/117897151/call-of-the-child,1,-1,Boulder,V-easy,1,14,43.42388,-89.73805
Unity Walk,Bakerâ€™s Stash > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119070482/unity-walk,1,-1,Boulder,V0,1,,43.41408,-89.72587
Worth a Squeeze,Bakerâ€™s Stash > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119070419/worth-a-squeeze,1,-1,Boulder,V1,1,,43.41408,-89.72587
A Little Choss,The Firepit > North of Fire Road > West Bluff Fire Road > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117069942/a-little-choss,1,-1,Boulder,V0,1,10,43.42233,-89.74276
Sneaker Arete,15. Between the Ferns > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119576476/sneaker-arete,1,-1,Boulder,V0 PG13,1,,43.41835,-89.73905
Visible Arete,Balanced Talus AKA Easy Access > 01. South Shore Talus > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120358673/visible-arete,1,-1,Boulder,V0+,1,,43.41323,-89.7245
Medium Smalls,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113337026/medium-smalls,1,-1,Boulder,V0,1,,43.41278,-89.70451
Over Easy,3. West Post > 09. East of the East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112270164/over-easy,1,-1,Boulder,V0,1,18,43.41288,-89.70783
Warmup,1. Dazed and Contused > 09. East of the East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112330282/warmup,1,-1,Boulder,V0,1,,43.41262,-89.70849
Supple Slab,"Nothing Roof > 6.  Happy Go Highball / Hidden Treasure > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/112820897/supple-slab,1,-1,Boulder,V0,1,,43.42506,-89.73679
Misery Pillar Slab,11. Lincoln's Chair Pillar > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112292676/misery-pillar-slab,1,-1,Boulder,V0,1,15,43.4158,-89.73879
Spring Slab,Saucer > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108762823/spring-slab,1,-1,Boulder,V0,1,,43.42435,-89.72505
Boom Box,13. Boomtown > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111714882/boom-box,1,-1,Boulder,V0,1,10,43.39653,-89.72373
Sub-Optimal Success,Fire Rhoad Bluff > North of Fire Road > West Bluff Fire Road > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111442587/sub-optimal-success,1,-1,Boulder,V0,1,12,43.42327,-89.74022
Salmon Slab,Salmon Slab > 07. Midwest Connection Talus > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111015011/salmon-slab,1,-1,Boulder,V-easy,1,,43.4041,-89.72034
Broken warm-up,"Talus Walker > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/110579615/broken-warm-up,1,-1,Boulder,V0,1,,43.42773,-89.73585
Sturgeon Slab,Sturgeon Slab > 07. Midwest Connection Talus > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111015017/sturgeon-slab,1,-1,Boulder,V-easy,1,,43.40423,-89.72033
Mini Fridge,Mini Fridge > 07. Midwest Connection Talus > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111015023/mini-fridge,1,-1,Boulder,V-easy,1,,43.4041,-89.72086
Phantom Face,Ghost Dance > 02. Ghost Talus > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108133131/phantom-face,1,-1,Boulder,V0,1,,43.40887,-89.73657
Fern Gully,Fern Gully (SE of the FRB) > South of Fire Road > West Bluff Fire Road > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108994636/fern-gully,1,-1,Boulder,V0,1,12,43.42061,-89.74277
Lonely Oyster,Ocean Floor > 04. Birthday Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109555425/lonely-oyster,1,-1,Boulder,V3,1,,43.41659,-89.72669
Fern N Burn,Fire Road Boulder > South of Fire Road > West Bluff Fire Road > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108994605/fern-n-burn,1,-1,Boulder,V0,1,10,43.42186,-89.74337
Orgasm Arete,Orgasm Boulder > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108056281/orgasm-arete,1,-1,Boulder,V1,1,,43.41353,-89.71456
Z's Arete,Z's > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108794608/zs-arete,1,-1,Boulder,V1,1,10,43.4127,-89.7132
Double Mint,"Double Mint > 3.  Big Red > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/108170753/double-mint,1,-1,Boulder,V1-,1,8,43.42658,-89.73597
Damn Black Flys,Farther South > Skillet Creek > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107130837/damn-black-flys,1,-1,Boulder,V0,1,12,43.43125,-89.75382
Dab on Paul's Nuts,Amazing Pillar > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106903599/dab-on-pauls-nuts,1,-1,Boulder,V3,1,10,43.4036,-89.73417
Step up to the plate,Eagle Eye > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106514803/step-up-to-the-plate,1,-1,Boulder,V2,1,,43.41984,-89.73677
Triceratops Arete,07: Prehistoric Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123287453/triceratops-arete,1,-1,Boulder,V0,1,9,43.4178,-89.72714
Up Over the Hickory,10. Hidden Amphitheater > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123287725/up-over-the-hickory,1,-1,Boulder,V0,1,12,43.4183,-89.72674
Junior Maestro,10. Hidden Amphitheater > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123287605/junior-maestro,1,-1,Boulder,V1,1,12,43.4183,-89.72674
Little Lia,1. Earth Mechanics > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108836442/little-lia,0.5,-1,Boulder,V1,1,12,43.42748,-89.72686
Bud's Chimney,3. Big Bud > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113946364/buds-chimney,0.2,-1,Boulder,V-easy,1,20,43.42737,-89.72676
Booty Rider,Wave Rider > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/110229382/booty-rider,0,-1,Boulder,V0+ R,1,10,43.42552,-89.72555
Bad Corner,New Sandstone Bouldering > Sandstone Area > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120589191/bad-corner,0,-1,Boulder,V2,1,10,43.41126,-89.67923
Potty Mouth,Meth Mouth > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112289515/potty-mouth,0,-1,Boulder,V1,1,5,43.40951,-89.74256
The Awning,The Awning > 14. The Lost & Found (Neck Oil Wall) > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107609921/the-awning,0,-1,Boulder,V2-3,1,15,43.41871,-89.72562
Talus From Gnarnia,Australia > 5. Monolith Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106765333/talus-from-gnarnia,-1,-1,Boulder,V3 R,1,15,43.42291,-89.72451
Thank Glob Ledge,Amazing Pillar > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/124002669/thank-glob-ledge,3,-1,Boulder,V1,1,10,43.4036,-89.73417
Purple Prow,Sea of Purple > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123912997/purple-prow,2,-1,Boulder,V2,1,8,43.41293,-89.71312
Chaperone,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123988098/chaperone,3,-1,Boulder,V2,1,15,43.40436,-89.72961
Save Room for Jesus,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123988422/save-room-for-jesus,3,-1,Boulder,V3,1,15,43.40436,-89.72961
The Flatiron,4. Flatiron > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/105730853/the-flatiron,3.6,-1,Boulder,V4,1,10,43.41338,-89.71207
P.Stachio,The Stache (aka Dog Walk) Boulder > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106836673/pstachio,3.5,-1,Boulder,V4,1,12,43.42135,-89.73618
Baby Crane,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107303348/baby-crane,3.3,-1,Boulder,V4,1,12,43.4,-89.74329
Sunny & 60's,Sunny & 60s > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106597788/sunny-60s,3.8,-1,Boulder,V4,1,,43.42442,-89.72506
Flux Boulder Classic,Flux > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107277094/flux-boulder-classic,3.8,-1,Boulder,V4,1,,43.41264,-89.71206
Recreational Vehicle,08. Hogleg/Anchorpoint > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106492793/recreational-vehicle,2.9,-1,Boulder,V4,1,20,43.41885,-89.737
Moo Stache,The Stache (aka Dog Walk) Boulder > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106836648/moo-stache,2.9,-1,Boulder,V5,1,12,43.42135,-89.73618
Pillar of Contemporary Movement,1. East of Trail Boulders > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435413/pillar-of-contemporary-movement,3,-1,Boulder,V4,1,,43.42252,-89.72392
Smooth Operator,"1.  Smooth Operator Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/106436623/smooth-operator,3.8,-1,Boulder,V4+,1,,43.42818,-89.73615
Like Shaking Hands with God,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107302149/like-shaking-hands-with-god,2.7,-1,Boulder,V4 PG13,1,15,43.4,-89.74329
Show Me The Kind,4. Show Me the Kind > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/105935491/show-me-the-kind,3.4,-1,Boulder,V4,1,15,43.42699,-89.72633
Carcass,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114301373/carcass,3.9,-1,Boulder,V4,1,15,43.41278,-89.70451
Double Elephant,03. Double Elephant > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106496806/double-elephant,3.9,-1,Boulder,V4,1,,43.41637,-89.7379
Seams Tight,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106274034/seams-tight,3.1,-1,Boulder,V5,1,,43.40436,-89.72961
Bark Biter,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/105730706/bark-biter,2.5,-1,Boulder,V4,1,10,43.42157,-89.72333
Earth Mechanics,1. Earth Mechanics > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106257815/earth-mechanics,2.5,-1,Boulder,V5,1,15,43.42748,-89.72686
Fish & Gritz,Cave Rock Boulders > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111083221/fish-gritz,3.9,-1,Boulder,V4 PG13,1,20,43.42156,-89.73737
Liger,Cave Rock Boulders > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111086062/liger,3.4,-1,Boulder,V4,1,20,43.42156,-89.73737
The Glutton,3.  Two Women > 06. Alpine Club/Beautiful Soup > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/110516703/the-glutton,3.3,-1,Boulder,V4,1,12,43.41789,-89.73709
Power of the Scoop,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106272564/power-of-the-scoop,3.5,-1,Boulder,V5,1,,43.40436,-89.72961
Hogleg Overhang,08. Hogleg/Anchorpoint > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106488892/hogleg-overhang,3.6,-1,Boulder,V5,1,20,43.41885,-89.737
The Titan (aka Birthday Prow),13. Boomtown > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106622794/the-titan-aka-birthday-prow,4,-1,Boulder,V5 PG13,1,18,43.39653,-89.72373
Archangel,Heavenly Boulders > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118912470/archangel,4,-1,Boulder,V5+ PG13,1,,43.41953,-89.73738
Murder,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114301403/murder,4,-1,Boulder,V5 PG13,1,20,43.41278,-89.70451
The Verdant Wilds,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114538264/the-verdant-wilds,4,-1,Boulder,V5,1,,43.41278,-89.70451
Inquisition,Poison Ivy Wall > 09. East of the East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112851491/inquisition,4,-1,Boulder,V4,1,15,43.41231,-89.70627
The Didgeridoo,"1.  The Instrumentals > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/119199814/the-didgeridoo,4,-1,Boulder,V4,1,,43.42707,-89.73667
Big Bird,11. Vulture Lookout East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114300274/big-bird,3.6,-1,Boulder,V5- PG13,1,,43.41357,-89.70137
The Bottle,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111083845/the-bottle,3,-1,Boulder,V4,1,14,43.40436,-89.72961
Spotted Cow Center,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435439/spotted-cow-center,2.6,-1,Boulder,V5,1,,43.42157,-89.72333
World War Z,World War Z > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118912382/world-war-z,4,-1,Boulder,V4+,1,,43.42006,-89.738
Dream Fatigue,06. Ejaculator Area > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117247009/dream-fatigue,4,-1,Boulder,V5,1,,43.40376,-89.72385
Down and Dirty,Jenga > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113418774/down-and-dirty,4,-1,Boulder,V5,1,,43.421,-89.73774
10/10/2010,"Full Park Link-Ups > Linkups, Contrivances, Oddities and Triflings > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/111380456/101010,4,-1,"Trad, Boulder",5.10 V4 PG13,30,,43.41452,-89.73115
Fist Fight,Gill's Booger > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107548036/fist-fight,3.6,-1,Boulder,V5,1,,43.4134,-89.71288
The Ejaculator,06. Ejaculator Area > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106140830/the-ejaculator,3.8,-1,Boulder,V5,1,12,43.40376,-89.72385
Chicken tits,Fantasticorner > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122209791/chicken-tits,3.2,-1,Boulder,V4-5,1,13,43.42572,-89.72618
Two Women,3.  Two Women > 06. Alpine Club/Beautiful Soup > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107133901/two-women,2.6,-1,Boulder,V4,1,,43.41789,-89.73709
Tombstone Direct,2. Leaning Tower/Tombstone Wall > 08. East Rampart > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435608/tombstone-direct,3.2,-1,Boulder,V5,1,,43.41383,-89.7149
Hidden Treasure,"Hidden Treasure/ Reign of Giants > 6.  Happy Go Highball / Hidden Treasure > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/111105969/hidden-treasure,3.1,-1,Boulder,V4,1,,43.42527,-89.73681
Amazing pillar original route,Amazing Pillar > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106273032/amazing-pillar-original-route,3.7,-1,Boulder,V5,1,,43.4036,-89.73417
The Accordion,"1.  The Instrumentals > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/118693768/the-accordion,3.2,-1,Boulder,V5,1,,43.42707,-89.73667
The Warbler,"Warbler > 7.  Massive Vertigo Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/109006937/the-warbler,3.2,-1,Boulder,V4,1,,43.42426,-89.73664
Sir Mix Alot,"1.  Smooth Operator Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107631231/sir-mix-alot,3.4,-1,Boulder,V4 PG13,1,,43.42818,-89.73615
Muffin Top,The Bunker > 02. Horse Rampart Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107263341/muffin-top,3.4,-1,Boulder,V4,1,15,43.41573,-89.72516
The Gilf,3.  Two Women > 06. Alpine Club/Beautiful Soup > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111091081/the-gilf,2.8,-1,Boulder,V4,1,,43.41789,-89.73709
Gotham,"Gotham > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/121104772/gotham,3.5,-1,Boulder,V5-6,1,10,43.42771,-89.73581
Troubadour,"Happy Go Highball > 6.  Happy Go Highball / Hidden Treasure > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/115180703/troubadour,3.5,-1,Boulder,V5,1,20,43.42472,-89.73707
Ground Zero,World War Z > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119478360/ground-zero,3.5,-1,Boulder,V5 R,1,,43.42006,-89.738
The Ghost,Ghost Pillar > 02. Major Mass > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118617210/the-ghost,3.5,-1,Boulder,V4 PG13,1,,43.41435,-89.72103
Martini Madness,4. Flatiron > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435658/martini-madness,3.1,-1,Boulder,V4,1,,43.41338,-89.71207
Kaiju,Youggary Pillar > 04. Pork Chop > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112260059/kaiju,3.5,-1,Boulder,V4 R,1,20,43.41691,-89.73765
Chasing Daydreams,Cave Rock Boulders > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111326966/chasing-daydreams,3.5,-1,Boulder,V5,1,25,43.42156,-89.73737
Reaching For Daylight,Cave Rock Boulders > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111326867/reaching-for-daylight,3.5,-1,Boulder,V4 PG13,1,30,43.42156,-89.73737
Rampart Roof,Rampart Roof > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107066709/rampart-roof,3.5,-1,Boulder,5.12a/b V4,1,,43.41351,-89.71379
Carrion,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114300506/carrion,3.1,-1,Boulder,V4,1,,43.41278,-89.70451
Dazed and Contused,1. Dazed and Contused > 09. East of the East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112270198/dazed-and-contused,3,-1,Boulder,V4 PG13,1,15,43.41262,-89.70849
1312,Tranquility Pillar > 01. Stettner Rocks > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119338679/1312,3.1,-1,Boulder,V4,1,,43.41451,-89.73933
Headstone,2. Leaning Tower/Tombstone Wall > 08. East Rampart > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435628/headstone,3,-1,Boulder,V4+,1,,43.41383,-89.7149
